Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
311,Twitter,http://www.twitter.com/311NYC,9/22/2011 0:00,21077
311,Twitter,http://www.twitter.com/311NYC,10/4/2011 0:00,
311,Twitter,http://www.twitter.com/311NYC,10/27/2011 0:00,22047
311,Twitter,http://www.twitter.com/311NYC,11/17/2011 0:00,22730
311,Twitter,http://www.twitter.com/311NYC,12/12/2012 0:00,23500
311,Twitter,http://www.twitter.com/311NYC,12/30/2011 0:00,23990
311,Twitter,http://www.twitter.com/311NYC,1/20/2012 0:00,24571
311,Twitter,http://www.twitter.com/311NYC,2/17/2012 0:00,25453
311,Twitter,http://www.twitter.com/311NYC,3/14/2012 0:00,26234
311,Twitter,http://www.twitter.com/311NYC,4/9/2012 0:00,26934
311,Twitter,http://www.twitter.com/311NYC,4/30/2012 0:00,27616
311,Twitter,http://www.twitter.com/311NYC,5/9/2012 0:00,27847
311,Twitter,http://www.twitter.com/311NYC,6/13/2012 0:00,29176
311,Twitter,http://www.twitter.com/311NYC,7/5/2012 0:00,29922
311,Twitter,http://www.twitter.com/311NYC,8/2/2012 0:00,30807
311,Twitter,http://www.twitter.com/311NYC,9/21/2012 0:00,32529
311,Twitter,http://www.twitter.com/311NYC,10/24/2012 0:00,33592
311,Twitter,http://www.twitter.com/311NYC,11/2/2012 0:00,36908
311,Twitter,http://www.twitter.com/311NYC,11/9/2012 0:00,38011
311,Twitter,http://www.twitter.com/NYCASP,8/8/2011 0:00,6677
311,Twitter,http://www.twitter.com/NYCASP,9/22/2011 0:00,7787
311,Twitter,http://www.twitter.com/NYCASP,10/4/2011 0:00,
311,Twitter,http://www.twitter.com/NYCASP,10/27/2011 0:00,8275
311,Twitter,http://www.twitter.com/NYCASP,11/17/2011 0:00,8691
311,Twitter,http://www.twitter.com/NYCASP,12/12/2012 0:00,8929
311,Twitter,http://www.twitter.com/NYCASP,12/30/2011 0:00,9097
311,Twitter,http://www.twitter.com/NYCASP,1/20/2012 0:00,9360
311,Twitter,http://www.twitter.com/NYCASP,2/17/2012 0:00,9809
311,Twitter,http://www.twitter.com/NYCASP,3/14/2012 0:00,10139
311,Twitter,http://www.twitter.com/NYCASP,4/9/2012 0:00,10391
311,Twitter,http://www.twitter.com/NYCASP,4/30/2012 0:00,10562
311,Twitter,http://www.twitter.com/NYCASP,5/9/2012 0:00,10622
311,Twitter,http://www.twitter.com/NYCASP,6/13/2012 0:00,10930
311,Twitter,http://www.twitter.com/NYCASP,7/5/2012 0:00,11045
311,Twitter,http://www.twitter.com/NYCASP,8/2/2012 0:00,11106
311,Twitter,http://www.twitter.com/NYCASP,9/21/2012 0:00,11457
311,Twitter,http://www.twitter.com/NYCASP,10/24/2012 0:00,11766
311,Twitter,http://www.twitter.com/NYCASP,11/2/2012 0:00,12700
311,Twitter,http://www.twitter.com/NYCASP,11/9/2012 0:00,13387
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,8/8/2011 0:00,290
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,9/22/2011 0:00,329
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,10/4/2011 0:00,337
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,10/27/2011 0:00,343
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,11/17/2011 0:00,352
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,12/12/2012 0:00,369
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,12/30/2011 0:00,374
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,1/20/2012 0:00,384
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2/17/2012 0:00,
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,3/14/2012 0:00,411
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,4/9/2012 0:00,425
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,4/30/2012 0:00,434
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,5/9/2012 0:00,442
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,6/13/2012 0:00,462
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,7/5/2012 0:00,475
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,8/2/2012 0:00,500
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,9/21/2012 0:00,524
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,10/24/2012 0:00,540
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,11/2/2012 0:00,553
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,11/9/2012 0:00,558
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,8/8/2011 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,9/22/2011 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,10/4/2011 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,10/27/2011 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,11/17/2011 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,12/12/2012 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,12/30/2011 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,1/20/2012 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2/17/2012 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,3/14/2012 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,4/9/2012 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,4/30/2012 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,5/9/2012 0:00,917
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,6/13/2012 0:00,941
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,7/5/2012 0:00,960
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,8/2/2012 0:00,985
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,9/21/2012 0:00,1046
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,10/24/2012 0:00,1078
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,11/2/2012 0:00,1082
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,11/9/2012 0:00,1082
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,8/8/2011 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,9/22/2011 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,10/4/2011 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,10/27/2011 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,11/17/2011 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,12/12/2012 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,12/30/2011 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,1/20/2012 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2/17/2012 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,3/14/2012 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,4/9/2012 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,4/30/2012 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,5/9/2012 0:00,4266
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,6/13/2012 0:00,4391
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,7/5/2012 0:00,4480
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,8/2/2012 0:00,4565
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,9/21/2012 0:00,4767
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,10/24/2012 0:00,3254
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,11/2/2012 0:00,3275
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,11/9/2012 0:00,3275
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,8/8/2011 0:00,234
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,9/22/2011 0:00,257
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,10/4/2011 0:00,266
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,10/27/2011 0:00,275
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,11/17/2011 0:00,280
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,12/12/2012 0:00,289
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,12/30/2011 0:00,292
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,1/20/2012 0:00,300
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2/17/2012 0:00,
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,3/14/2012 0:00,336
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,4/9/2012 0:00,350
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,4/30/2012 0:00,363
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,5/9/2012 0:00,371
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,6/13/2012 0:00,416
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,7/5/2012 0:00,431
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,8/2/2012 0:00,456
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,9/21/2012 0:00,491
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,10/24/2012 0:00,527
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,11/2/2012 0:00,551
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,11/9/2012 0:00,560
CAU,Twitter,www.twitter.com/mayorscau,8/8/2011 0:00,969
CAU,Twitter,www.twitter.com/mayorscau,9/22/2011 0:00,1262
CAU,Twitter,www.twitter.com/mayorscau,10/4/2011 0:00,
CAU,Twitter,www.twitter.com/mayorscau,10/27/2011 0:00,1377
CAU,Twitter,www.twitter.com/mayorscau,11/17/2011 0:00,1449
CAU,Twitter,www.twitter.com/mayorscau,12/12/2012 0:00,1503
CAU,Twitter,www.twitter.com/mayorscau,12/30/2011 0:00,1547
CAU,Twitter,www.twitter.com/mayorscau,1/20/2012 0:00,1605
CAU,Twitter,www.twitter.com/mayorscau,2/17/2012 0:00,1700
CAU,Twitter,www.twitter.com/mayorscau,3/14/2012 0:00,1757
CAU,Twitter,www.twitter.com/mayorscau,4/9/2012 0:00,1821
CAU,Twitter,www.twitter.com/mayorscau,4/30/2012 0:00,1872
CAU,Twitter,www.twitter.com/mayorscau,5/9/2012 0:00,1889
CAU,Twitter,www.twitter.com/mayorscau,6/13/2012 0:00,1983
CAU,Twitter,www.twitter.com/mayorscau,7/5/2012 0:00,2043
CAU,Twitter,www.twitter.com/mayorscau,8/2/2012 0:00,2094
CAU,Twitter,www.twitter.com/mayorscau,9/21/2012 0:00,2285
CAU,Twitter,www.twitter.com/mayorscau,10/24/2012 0:00,2389
CAU,Twitter,www.twitter.com/mayorscau,11/2/2012 0:00,2507
CAU,Twitter,www.twitter.com/mayorscau,11/9/2012 0:00,2585
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,8/8/2011 0:00,
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,9/22/2011 0:00,
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,10/4/2011 0:00,
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,10/27/2011 0:00,11
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,11/17/2011 0:00,12
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,12/12/2012 0:00,13
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,12/30/2011 0:00,13
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,1/20/2012 0:00,13
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2/17/2012 0:00,
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,3/14/2012 0:00,13
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,4/9/2012 0:00,14
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,4/30/2012 0:00,14
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,5/9/2012 0:00,15
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,6/13/2012 0:00,18
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,7/5/2012 0:00,19
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,8/2/2012 0:00,20
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,9/21/2012 0:00,20
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,10/24/2012 0:00,20
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,11/2/2012 0:00,20
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,11/9/2012 0:00,20
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,8/8/2011 0:00,
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,9/22/2011 0:00,
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,10/4/2011 0:00,
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,10/27/2011 0:00,588
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,11/17/2011 0:00,639
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,12/12/2012 0:00,706
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,12/30/2011 0:00,747
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,1/20/2012 0:00,808
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,2/17/2012 0:00,887
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,3/14/2012 0:00,977
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,4/9/2012 0:00,1058
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,4/30/2012 0:00,1128
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,5/9/2012 0:00,1145
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,6/13/2012 0:00,1248
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,7/5/2012 0:00,1293
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,8/2/2012 0:00,1339
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,9/21/2012 0:00,1428
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,10/24/2012 0:00,1476
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,11/2/2012 0:00,1513
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,11/9/2012 0:00,1532
Child Services,Youtube,http://www.youtube.com/user/childservices,8/8/2011 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,9/22/2011 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,10/4/2011 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,10/27/2011 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,11/17/2011 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,12/12/2012 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,12/30/2011 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,1/20/2012 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,2/17/2012 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,3/14/2012 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,4/9/2012 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,4/30/2012 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,5/9/2012 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,6/13/2012 0:00,6
Child Services,Youtube,http://www.youtube.com/user/childservices,7/5/2012 0:00,7
Child Services,Youtube,http://www.youtube.com/user/childservices,8/2/2012 0:00,9
Child Services,Youtube,http://www.youtube.com/user/childservices,9/21/2012 0:00,10
Child Services,Youtube,http://www.youtube.com/user/childservices,10/24/2012 0:00,11
Child Services,Youtube,http://www.youtube.com/user/childservices,11/2/2012 0:00,12
Child Services,Youtube,http://www.youtube.com/user/childservices,11/9/2012 0:00,12
City Charter,Twitter,http://twitter.com/CityCharterNYC,8/8/2011 0:00,468
City Charter,Twitter,http://twitter.com/CityCharterNYC,9/22/2011 0:00,541
City Charter,Twitter,http://twitter.com/CityCharterNYC,10/4/2011 0:00,
City Charter,Twitter,http://twitter.com/CityCharterNYC,10/27/2011 0:00,575
City Charter,Twitter,http://twitter.com/CityCharterNYC,11/17/2011 0:00,595
City Charter,Twitter,http://twitter.com/CityCharterNYC,12/12/2012 0:00,613
City Charter,Twitter,http://twitter.com/CityCharterNYC,12/30/2011 0:00,630
City Charter,Twitter,http://twitter.com/CityCharterNYC,1/20/2012 0:00,649
City Charter,Twitter,http://twitter.com/CityCharterNYC,2/17/2012 0:00,666
City Charter,Twitter,http://twitter.com/CityCharterNYC,3/14/2012 0:00,690
City Charter,Twitter,http://twitter.com/CityCharterNYC,4/9/2012 0:00,715
City Charter,Twitter,http://twitter.com/CityCharterNYC,4/30/2012 0:00,739
City Charter,Twitter,http://twitter.com/CityCharterNYC,5/9/2012 0:00,751
City Charter,Twitter,http://twitter.com/CityCharterNYC,6/13/2012 0:00,787
City Charter,Twitter,http://twitter.com/CityCharterNYC,7/5/2012 0:00,805
City Charter,Twitter,http://twitter.com/CityCharterNYC,8/2/2012 0:00,823
City Charter,Twitter,http://twitter.com/CityCharterNYC,9/21/2012 0:00,867
